id,Title,Content
1798,"Mengubah Aliran Waktu Di Kala Pandemi","<h3>Muhamad Miguel Adrian Pasha</h3>
<h2>Mengubah Aliran Waktu Di Kala Pandemi</h2>
<p>Persepsi akan bagaimana waktu bergerak berubah dikarenakan pandemi yang melanda seisi Bumi. Kita berharapmasa sulit ini akan cepat selesai agar kita dapat kembali berlari meraih jati diri. Sari pati kehidupan yang makin hari makin redup diserap oleh Bumi dan seisinya. Lalu, manusia mungkin bertanya kenapa alam bertindak sedemikian rupa hingga memberikan sebuah cobaan yang teramat berat hingga mengubah aliran waktu di kehidupan kita. Akal pikiran pun dipaksa untuk bergerak dengan kecepatan waktu yang tidak menentu di kala pandemi ini.</p>
<p>Sebuah waktu dimana perjalanan jauh terasa sangatlah cepat. Kala ini, rasanya kita hanya bisa terbaring lemah lesu tanpa daya untuk berpikir atau bertindak. Sebuah tempat yang dijaga oleh dua malaikat pelindung, terjaga setiap malam, dan terbangun ketika kita terbangun. Terkujur tubuhnya terbaringdibawah langit-langit yang menanti untuk digapai.Pagi dan malam berubah sesuka hati. Nuansa terbit dan terbenam matahari pun tiada arti. Alam semesta tidak memihak kepada siapa-siapa, dia bertindak semaunya, dan dia berada diatas segalanya.</p>
<p>Seorang insan yang tidak tahu pasti kenapa hari ini dia tidak bisa berlari untuk menggapai mimpi. Tidak pernah dia bayangkan suata saat nanti dunia akan berhenti terdiam tidak bisa bergerak seperti bagaimana mestinya. Ia terbaring diatas tanah pertiwi menanyakan kapan waktu akan berhenti. Di tengah pandemi ini banyak dari kita yang berusaha untuk mengisi hari-hari dengan aktifitas dibawah mentari pagi. Banyak sekali perubahan iklim yang terjadi sehingga kita tidak menyadari kalau siang hari sudah berubah jadi malam hari.</p>
<p>Covid-19 yang awalnya hanya isu belaka yang berubah menjadi malapetaka. Diawali oleh ketidakpedulian, dijalani dengan ketidakpastian, dan mungkinsaja diakhiri dengan kemusnahan. Hari berlalu sedemikian rupa diawal tahun 2020, lalu berubah menjadi sebuah arung jeram yang mengombang-ambing para pemimpi. Kesadaran akan kebersemaan hanyut dalam aliran kepanikan yang melanda membuat orang lupa akan waktu yang ada. Banyak cara telah dicoba bagi para pengejar asa untuk mengembalikan ini semua menjadi semula. Banyak dari kita yang sudah kehilangan rasa untuk berbicara karena tidak jumpa dengan sesama manusia.</p>
<p>Apa yang menimpa kita semua termasuk dalam kategori bencana alam yang tidak terdugatapi dapat kita terka. Waktu kita untuk mencegah sudah tiada dan sekarang waktunya untuk siagadan menjaga. Jangan biarkan waktu yang kita punya terbuang oleh kemauanan perorangan. Waktu berjalan dengan kecepatan yang berbeda untuk segelintir orang. Ada yang sudah tidak terima akan apa yang terjadi dengan mereka, dan masih ada yang berusaha untuk melalui semua ini bersama-sama. Semuanya kembali kepada kita untuk melihat bencana ini dari sisi yang mana. Alam berusaha untuk memperbaiki dirinya, dan dia tidak mempunyai rasa akan tindakannya. Apa yang menimpa kita bukanlah kebetulan belaka, tetapi kepastian yang terjadi akan ketidakpeduliaan yang sudah lama dihiraukan.</p>
<p>Secara nalar kita berusaha untuk menggapai arti dan makna dari kejadian yang melanda umat manusia, tetapi waktu untuk itu tidaklah ada. Sekarang hanya ada memikirkan bagaimana kita semua dapat melaluinya dengan bersama. Perjalanan yang kita lalui sudah cukup panjang, walaupun tidak semua dari kita berjalan dengan kecepatan yang sama. Pengertian akan jarak dan waktu tersatukan dengan keterbatasaan pikiran yang kian hari kian merana. Satu per satu invidu mulai mengadu teori-teori pemicu pandemiuntuk meluangkan waktu. Hal ini dipicu oleh bertebarnya informasi dari segala penjuru melaju dengan kecepatan cahaya.</p>
<p>Apa yang diperbuat oleh manusia kepada alam terkadang tidak lekang dari waktu. Bukti sejarah yang terpapar kepada semua golongan membuktikan kalau pandemiini juga termasuk perbuatan alam kepadamanusia. Walaupun tidak semua orang di dunia dapat mempercayai fakta itu, kita tetap bersatu membahu mengatasi satu per satu masalah baru. Terkadang pula masalah yang muncul bukan dikarenakan karena penyakit Covid-19 itu sendiri, melainkan masalahnya datang dari orang yang tidak terjangkit. Orang-orang diseluruh penjuru negeri berdiri berharap satu hari dimana pandemi ini akan diakhiri.</p>
<p>Waktu memang tidak bisa dirasakan dan dilihat, kadangkala dia pergi tanpa sepengatahuankita, dan kadang juga dia terikat kepada jiwa dan raga kita. Covid-19 telah mengubah esensi waktu dalam kehidupan sehari-hari kita semua. Kita semua harus memikirkan apa yang harus kita lakukan dengan semua waktu yang kita punya. Dan juga, apa yang akan kita relakan demi waktu yang tersisa bagi yang mempunyai waktu terbatasdi dunia. Sangatlah mulia bagi yang dapat mengatur waktu sedemikian rupa agar orang yang tertimpa bencana dapat menikmati hari tuanya.</p>
<ul>
<li data-social=""facebook""><a> </a></li>
<li data-social=""twitter""><a> </a></li>
<li data-social=""linkedin""><a> </a></li>
</ul>

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->"
1805,Kisah,
1810,"Bumi Dipijak",
1814,"Bumi Dipijak",
1818,"Tangan Jahil Media Sosial",
1823,"Tangan Jahil Media Sosial",
1828,"Lara dalam Nestapa",
1832,"Sajak Sepi bulan Juli",
1837,"Sajak Sepi bulan Juli",
1847,"Sajak Sepi bulan Juli",
1862,"Afeksi Pelangi",
1867,"Tak Sederhana",
1871,Laut,
1875,Lupa,
1884,"Gerimis Pesimis","<h3>Moscatia Tobilolon</h3>
<h2>
					Gerimis Pesimis</h2>
Gerimis pesimis menangis

Hujan merindu langit

Aku lalu berteman awan

Tanpa bintang disana, tanpa kau disini

Senyap, kupeluk bayangan sendiri

Beku tak berasa

Senyap bergelak

Kita tak lagi sama
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1889,"Rindu Ayah dan Bunda","<h3>Santi Siregar</h3>
<h2>
					Rindu Ayah dan Bunda</h2>
Rinduku tidak akan pudar

Buat ayah dan bunda tersayang

Selalu dalam ingatan

Bermain dalam khayal dan pikiran

Walau waktu berputar

Hari berlalu berganti zaman

Namun tetap di hati paling dalam

Tidak sirna walau maut menghadang

Asaku bertemu suatu waktu

Ku serbak bunga di pusaramu

Secawan air menyejukkan nisanmu

Berharap engkau berseri mendengar doaku

Rinduku sungguh terlalu

Hadirlah dalam mimpiku

Engkau tetap di sanubariku

Bermahkota di jiwaku
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1895,Ibu,"<h3>Rheza Pahlevi</h3>
<h2>
					Ibu</h2>
Ibu

Malaikat kecilmu dulu kini tengah bersenandung

Di atas puing-puing kota yang kemarin runtuh

Matanya sayu sembab menatap wajah Tuhan di langit

Dalam lirih dia memanggil namamu

Ibu

Malaikat kecilmu dulu kini tengah berduka

Di atas puing-puing rumah yang dahulu kita tinggali

Matanya sayu sembab merindu peluk hangatmu

Mulutnya tak henti memanggil namamu

Ibu

Malaikat kecilmu dulu kini telah jadi sebatang kara

Tubuhnya ringkih berjalan menyusuri reruntuhan

Mencari harapan dalam lautan kasih Tuhan

Dalam duka maha dalam ia masih memanggilmu

Untuk kembali!
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1900,Jelma,
1904,"Sampan Tanpa Dayung",
1908,Nuraniku,
1912,"Musim yang Hangat",
1916,"Pagi Hitam",
1921,Badut,
1925,"Dimana Sebenarnya Posisi Agama",
1929,"Dimana Sebenarnya Posisi Agama",
1933,"Boleh kukatakan, aku rindu",
1937,"Tabby, Si Kelinci Bermulut Besar",
1941,"HEN HEN",
1946,"Kisah Anak Delapan Tahun",
1951,"Ada Kebaikan di Praban Lintang",
1955,"Ada Kebaikan di Praban Lintang",
1960,"PERSAHABATAN BUKANLAH RANTING YANG MUDAH DIPATAHKAN",
1964,"Sisi Dunia",
1975,Uttam,"<p style=""text-align: center;""><strong><b>UTTAM</b></strong></p>
<p style=""text-align: center;"">I Ratih</p>
Cerita ini adalah cerita dari sebuah negeri, nun jauh di sana. Cerita tentang Uttam, seorang anak yang berani memilih untuk menjadi berbeda. Dan selamat, sehingga bisa menceritakan kisah ini kepada kita.
<p style=""text-align: center;"">***</p>
Langit sore itu berwarna kemerahan. Deret awan yang berjajar seperti barisan ombak di lautan. Burung tekukur berkicau di pohon-pohon tinggi, dan gelak tawa anak-anak terdengar di dekat sungai.

“Uttam! Ayo ikut bermain bersama kami,” salah satu dari anak itu berteriak.

Kepala yang dipenuhi rambut ikal muncul dari balik tembok rumah. Matanya yang berwarna coklat terang mencari tahu siapa gerangan yang memanggil namanya.

“Oh, itu kau, Hathee. Sebentar, aku akan minta izin kepada ibuku,” kata Uttam, lalu menghilang lagi ke balik tembok.

“Masker adalah tamengmu, jarak adalah pedangmu, cuci tangan adalah baju zirahmu, dan makanan bergizi adalah kekuatan supermu,” sayup-sayup terdengar suara Uttam menyanyi. &nbsp;
<p style=""text-align: center;"">***</p>
“Uttam! Kamu lama sekali,” panggil Hathee lagi.

“Kenapa kita harus selalu menunggu Uttam,” keluh Ziddee.

“Tahu sendiri, dia terlalu patuh pada ibunya. Masa akan keluar rumah saja dia harus mengenakan masker?” kata Hathee.

“Belum lagi dia tidak pernah mendekati kita saat bermain. Kalau ada dia, kita tidak bisa bermain gulat atau kucing dan tikus. Yang ada, kita hanya bermain gundu atau engklek. Atau lompat tali. Atau badminton,” Ziddee berkata sambil cemberut.

“Iya, semua permainan yang membuat kita tetap berjarak,” kata Hathee. “Heran aku, sebegitu takutnya dia pada ibunya.”

“Lain kali tidak perlu kau mengajaknya, Hathee,” Ziddee merajuk.

Uttam mendengarkan mereka dari dekat pagar. Dia mendesah. Sudah sering dia mendengar teman-temannya bergunjing tentang kebiasaan barunya. Banyak yang mengatai dia aneh, sok bersih, penakut, anak manja, dan berbagai sebutan lainnya.

Pernah suatu kali dia pulang dan menangis di pelukan ibunya. Saat itu seorang teman membuka paksa maskernya, lalu menginjak-injak masker itu, sambil mengejeknya, “Makhluk aneh bermasker!” Ibu teman itu ada di sana, tapi tidak berkata apa-apa. Dia hanya melihat Uttam dengan pandangan nyinyir. “Aneh seperti ibunya,” kata ibu itu. Uttam bisa membaca gerak bibir wanita itu. Tanpa menunggu lagi, Uttam berlari pulang.

Ibu Uttam hanya memeluk tanpa kata, menunggu hingga tangis Uttam mereda. Setelah puas menangis, Uttam bertanya kepada ibunya, mengapa dia harus tetap mengenakan masker, sedangkan teman-teman bermainnya tidak. Pun mereka memakainya, hanya sebatas mulut atau dagu.

Ibu Uttam tersenyum. Dia berkata, “Wahai Uttam putraku, anak ibu hanya satu. Saat perang dengan musuh yang tak terlihat, hanya ini yang bisa kita perbuat. Lagu ini harus kau ingat.” Lalu sang ibu menyanyi, “Masker adalah tamengmu, jarak adalah pedangmu, cuci tangan adalah baju zirahmu, dan makanan bergizi adalah kekuatan supermu.” &nbsp;

Sejak itu, Uttam tidak lagi peduli pada ejekan teman-temannya. Dia selalu mengingat kata-kata ibunya. Dia tetap percaya diri mengenakan maskernya saat beraktivitas. Apalagi ibunya telah membuatkannya banyak masker dengan beragam gambar. &nbsp;
<p style=""text-align: center;"">***</p>
“Hai, Hathee. Hai, Ziddee. Aku sudah siap. Mau main apa kita?” sapa Uttam.

“Ayo main gundu,” kata Ziddee. Meskipun kesal, dia tahu bahwa Uttam adalah teman bermain yang baik dan tidak pernah curang saat bermain gundu.

“Masker kalian?” tanya Uttam.

Hathee memutar bola matanya sambil tertawa. Diambilnya masker dari kantongnya dan dipasangnya menutupi hidung dan mulut. Ziddee melakukan hal yang sama. Tak lama kemudian mereka bertiga telah asyik bermain gundu.

“Hathee! Ziddee! Pulang dulu, Nak!” seorang nenek tergopoh-gopoh menghampiri mereka.

“Ada apa, Nek?” tanya Ziddee.

“Itu, kalian ingat Rog? Anak tetangga yang besar badannya?” nenek Ziddee balik bertanya.

Ketiganya mengangguk. Uttam mengingat Rog dan ibunya dengan jelas. Merekalah yang mengatakan bahwa Uttam dan ibunya aneh karena terus memakai masker saat keluar rumah.

“Mereka sekeluarga meninggal karena terpapar penyakit yang sedang mewabah ini. Kita tinggal di perumahan yang sama dengan Rog dan keluarganya. Mereka sering sekali pergi ke rumah kita dan rumah tetangga lainnya tanpa mengenakan masker, dan mereka tidak pernah menjaga jarak. Kepala perumahan sangat khawatir mereka menyebarkan wabah ke perumahan kita. Kita diminta segera pulang dan mengisolasi diri di rumah. Sekarang, ayo kita pulang,” kata nenek Ziddee.

Mereka bertiga berpamitan, meninggalkan Uttam dengan kelereng yang masih bertebaran di tanah. Uttam melesat pulang, tak sabar bercerita kepada ibunya.

Ibu Uttam telah mendengar kabar serupa, dan dia telah menunggu Uttam di depan pagar rumahnya. Uttam tiba di rumah. Dilihatnya ibunya telah menanti. Cepat-cepat dia mencuci tangannya hingga bersih, kemudian memeluk ibunya erat-erat.
<p style=""text-align: center;"">***</p>
Satu bulan berlalu setelah peristiwa itu. Uttam duduk di atas pagar rumahnya. Masker melekat di wajahnya. Tidak lagi terdengar suara teman yang memanggil namanya. Sebutir air mata menetes di pipinya.

Ibu Uttam menatap bahu putranya yang terkulai. Putranya beruntung bisa selamat karena sesuatu yang dianggap aneh oleh orang lain, yang membuat dirinya dijauhi oleh teman dan tetangga. Tapi itulah yang membuat putra kesayangannya selamat dari wabah.

“Uttam,” panggilnya lembut.

Uttam menoleh. Dia menghapus air matanya, turun dari tembok, dan menghampiri ibunya.

“Kita harus bersyukur,” bisik ibunya.

Uttam mengangguk. Dalam hatinya, dia ingin membantu anak-anak lain bertahan hidup dari wabah, seperti dirinya.

“Ibu, ayo kita nyanyikan lagu itu lagi,” pinta Uttam.

Ibunya mengangguk.

&nbsp;“Masker adalah tamengmu, jarak adalah pedangmu, cuci tangan adalah baju zirahmu, dan makanan bergizi adalah kekuatan supermu.” &nbsp;&nbsp;&nbsp;
<p style=""text-align: center;"">***</p>
Tak lama setelah itu, Uttam dan ibunya menemuiku. Mereka memintaku menuliskan kisah Uttam pada kalian. Supaya kalian pun bertahan menghadapi wabah ini. Seperti Uttam dan ibunya.
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1980,"Ceto dan Peri Makanan","<p style=""text-align: center;""><strong><b>Ceto dan Peri Makanan</b></strong></p>
Ceto adalah anak kurcaci yang manja dan pemalas. Ayahnya bernama Koli. Ceto biasa memanggilnya dengan sebutan Papa Koli. Ceto juga memiliki kebiasaan buruk. Ia tidak pernah menghabiskan makanan di piringnya. Sisa makanan itu selalu terbuang sia-sia.

Siang itu, Papa Koli membawa banyak roti gandum dan satu stoples selai stroberi. Ceto bergegas ingin menyantapnya. Ia meletakkan tiga tangkup roti gandum yang telah diolesi selai stroberi di atas piringnya. Setiap kali menggigit lapisan roti pertama, Ceto tidak menghabiskannya. Begitu seterusnya. Tiga tangkup roti itu tidak ada lagi yang utuh.

“Kalau kamu tidak berniat menghabiskan roti itu, mengapa mengambilnya sekaligus tiga tangkup, Ceto?” tegur Papa Koli.

“Tadinya aku merasa lapar sekali,” balas Ceto.

“Kalau saja roti itu bisa bicara, pasti mereka akan menangis karena kau sudah menyia-nyiakannya,” ujar Papa Koli lagi.

“Aku sudah kenyang,” balas Ceto lagi tanpa merasa bersalah.

Papa Koli terdiam. Ia tidak ingin melihat Ceto kesal. Sejak kecil, Ceto sudah ditinggal oleh ibunya. Papa Koli yang membesarkan Ceto dengan penuh kasih sayang. Itu sebabnya, Papa Koli tidak bisa benar-benar marah pada Ceto.

Malam harinya, Papa Koli kembali menyiapkan makanan.

“Papa masak apa?” tanya Ceto sambil mengelus-elus perutnya yang buncit.

“Sup jamur. Ayo, kita makan,” ajak Papa Koli sambil menghidangkan sup jamur hangat di atas meja makan.

Ceto menuangkan beberapa sendok sup jamur ke dalam mangkuknya.

“Jangan terlalu banyak, nanti tidak habis. Kalau kurang, kamu bisa mengambilnya lagi,” ujar Papa Koli mengingatkan Ceto.

“Aku pasti menghabiskannya,” sela Ceto.

Tidak sampai sepuluh suap, Ceto mulai terengah-engah. Ia tidak sanggup lagi menghabiskan sisa sup jamur di mangkuknya.

“Nah, apa Papa bilang,” ujar Papa Koli.

“Aku sudah tidak kuat menghabiskan sup jamur ini. Aku mau tidur saja,” balas Ceto santai. Papa Koli lagi-lagi menghela napasnya. Ia terpaksa membuang sisa sup jamur dari piring Ceto.

Suatu pagi, Papa Koli harus ke kota. Ada pekerjaan yang ingin diselesaikannya.

“Ceto, pagi ini Papa harus ke kota,” ujar Papa Koli sambil bersiap-siap berangkat. Ceto hanya mengangguk.

Sesaat setelah itu, Papa Koli pun pergi. Tinggallah Ceto sendiri di rumahnya. Ceto tidak sadar kalau pagi itu Papa Koli lupa menyiapkan sarapan untuknya. Ceto bergegas ke dapur. Ia mencari-cari makanan yang tersisa. Ceto tidak menemukan apa-apa.

Ceto gelisah. Perutnya mulai terasa lapar. Ceto berusaha menahan rasa laparnya. Hingga menjelang siang perut Ceto semakin melilit. Ceto sudah menghabiskan satu teko air putih. Bukannya kenyang, sekarang perut Ceto malah kembung dan nyeri.

“Aduuuh ... perutku sakit. Mengapa Papa tidak meninggalkan makanan untukku? Huuu ...,” isak Ceto sambil memegangi perutnya.

Rasa lapar dan nyeri di perut Ceto semakin menjadi-jadi. Sementara hari mulai gelap, Papa Koli belum juga kembali dari kota.

“Aaarrgh ... urrgh ... heeeggh ... to ... tolong!” erang Ceto sambil menekan-nekan perutnya. Muka Ceto pucat menahan rasa sakit.

Karena tidak kuat menahan nyeri di perutnya, Ceto akhirnya tertidur di atas dipan kayu. Saat Ceto mulai terlelap, ada suara yang membangunkannya.

“Bangunlah, Ceto,” ujar suara itu.

Ceto membuka matanya perlahan. Ia terkejut melihat makhluk bersayap berdiri di samping dipan kayu.

“Si ... siapa kamu?” ujar Ceto tertahan.

“Aku Peri Makanan!” jawab Peri itu lantang.

“Haaah! Peri Makanan? Kamu membawakan makanan untukku?” tanya Ceto berharap.

“Tidak!” jawab Peri Makanan ketus.

Ceto memegangi perutnya. Rasa nyeri itu kembali menyerangnya.

“Lalu, mau apa kamu ke sini?!” tanya Ceto kesal.

“Kamu lihat ini?” tanya Peri Makanan itu menatap marah ke arah Ceto. “Ini sisa-sisa makananmu yang sudah kamu sia-siakan. Mereka marah karena kamu sudah menelantarkannya,” kata Peri Makanan membuat Ceto merasa malu dan merasa bersalah.

Ceto memandangi kantong plastik berukuran besar yang dibawa Peri Makanan. Matanya berkaca-kaca menatap sisa-sisa makanan di dalam kantong plastik itu.

“Sekarang kamu tahu bagaimana rasanya kelaparan?” tanya Peri Makanan lagi.

“Ma ... maafkan aku. A ... aku janji, tidak akan membuang-buang makananku lagi,” ujar Ceto terisak sambil tetap memegangi perutnya yang semakin nyeri.

“Benar kamu mau berjanji?” tanya Peri Makanan itu lagi tidak yakin.

“I ... iya, aku berjanji. Kamu bisa mengawasiku,” jawab Ceto sungguh-sungguh.

“Baiklah,” ujar Peri Makanan lalu pergi meninggalkan Ceto yang masih menahan sakit perutnya.

Setelah Peri Makanan pergi, Ceto kembali menangis. Ia sangat menyesali perbuatannya selama ini.

“Ceto ... Papa pulang!” tiba-tiba pintu terbuka&nbsp;dan Papa Koli muncul.

“Papaaa...!” Ceto segera berlari menyambut Papa Koli dan memeluk erat ayahnya.

“Maafkan Ceto, Papa! Selama ini aku sering menyisakan makanan,” isak Ceto.

Papa Koli mengelus kepala Ceto, kemudian menggandeng tangan Ceto menuju meja makan. Papa Koli membuka kotak makanan yang ia bawa. Isinya kue bolu jamur.

“Makanlah dan jangan lupa bersyukur!” Ceko mengangguk, lalu mengambil sepotong dan memakan kue bolu jamur sampai habis. Ia tidak mau menyisakan makanan lagi.
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1984,"Anak Lelaki Yang Selalu Merasa Kesepian","<p style=""text-align: center;""><strong>Anak Lelaki Yang Selalu Merasa Kesepian</strong></p>
Suatu ketika seorang Penyihir yang sedang berjalan melintasi sebuah kota kecil tertarik mendengar tangisan seorang anak laki-laki di tengah malam. Sang Penyihir terbang menggunakan sapu terbangnya dan masuk melalui jendela ke dalam kamar anak laki-laki itu di lantai dua lalu duduk di atas kusen jendela dan menyapanya.

“Halo, anak muda. Kenapa kau menangis? Aku bisa mendengar tangisanmu dari jarak puluhan kilometer dari sini.”

Anak laki-laki itu kaget mendengar sapaan Sang Penyihir, tapi malah balik bertanya.

“Kau mendengar tangisanku? Bagaimana mungkin? Aku sudah berusaha sekuat tenaga untuk bisa menangis dalam diam supaya ayah dan ibuku tidak terbangun di kamar sebelah.”

Sang Penyihir tersenyum. “Tidak, aku bisa mendengarmu dengan jelas justru karena kau berusaha untuk tidak bersuara.”

Anak laki-laki itu tertunduk malu. “Aku minta maaf karena sudah mengganggumu.” Jawabnya sambil menyeka air matanya sampai kering.

“Jadi, siapa namamu dan apa yang membuatmu menangis?” tanya Sang Penyihir lagi.

“Namaku Nino.”

Dan akhirnya Nino menceritakan kisahnya. Dia adalah seorang anak tunggal. Ayah dan Ibunya selalu pergi bekerja setiap hari, meninggalkan Nino sendirian di rumah. Begitu malam tiba, Nino tidur sendirian di kamarnya sementara kedua orang tuanya tertidur dengan cepat karena kelelahan.

Pada siang hari Nino lebih sering mengurung diri di dalam kamarnya, menangis karena tidak ada yang mau menemaninya bermain. Dan saat malam tiba, Nino akan meringkuk di balik selimutnya, menggigil kedinginan karena tidak ada yang mau memeluknya selagi dia tidur. Begitu terus setiap hari sehingga akhirnya Nino merasa sangat kesepian.

“Jadi, kau merasa kesepian karena tidak ada yang mau menemanimu?” tanya Sang Penyihir setelah Nino selesai bercerita.

Nino mengangguk pelan yang membuat Sang Penyihir menggeleng-gelengkan kepalanya.

“Kau benar-benar anak yang polos. Apakah kau tidak pernah melihat sekelilingmu? Ada begitu banyak orang di sekitarmu: guru, teman-teman, orang tuamu. Itu berarti kau tidak sendirian.” Kata Sang Penyihir sambil menahan tawa.

“Tapi mereka tidak mau bermain denganku. Mereka tidak mempedulikan aku.” Tanggap Nino dengan cepat. Tapi Sang Penyihir juga menanggapi dengan tak kalah cepat.

“Jangan konyol, sudah kubilang kau tidak pernah sendirian. Aku akan membuktikannya kepadamu.”

“Benarkah? Bagaimana caranya?” tanggap Nino dengan bersemangat.

“Tapi sebagai gantinya kau harus berjanji untuk tidak lagi menangis setiap malam, bersuara ataupun tidak. Telingaku sakit mendengarnya.” Penyihir menanggapi sambil memasang raut wajah kesal.

“Baiklah, aku berjanji.” Jawab Nino dengan terburu-buru.

“Kalau begitu kau harus menuruti perkataanku.”

Setelah menjelaskan apa yang harus Nino lakukan, Sang Penyihir menggoyangkan tongkat saktinya dan mengarahkan kepada dirinya sendiri.

“Baiklah, aku akan pergi sekarang. Kau harus melakukan apa yang sudah aku perintahkan padamu besok pagi.” Lalu Sang Penyihir beranjak dari jendela kamar Nino dan terbang menjauh.

Keesokan paginya Nino bangun dan merasa bimbang. Semalam dia didatangi oleh seorang Penyihir yang berjanji akan menolongnya mengatasi rasa kesepiannya. Tapi, apakah itu benar? Bukan mimpi?

Untuk membuktikannya Nino turun dari kamar dan mulai melakukan apa yang diperintahkan Sang Penyihir semalam. Dia menemui Ibunya yang sedang mempersiapkan sarapan. Ibu sudah mengenakan pakaian yang rapi, sepertinya sebentar lagi akan berangkat bekerja. Nino menghampiri Ibu, memberanikan diri untuk tersenyum dan menyapa sang Ibu lebih dulu.

“Selamat pagi, Ibu.”

Sang Ibu terlonjak kaget mendengar sapaan Nino yang tidak biasa, tapi begitu melihat senyum kaku yang mengembang di bibir Nino, Ibu malah ikut tersenyum dan membalas sapaan Nino.

“Selamat pagi juga, Nino.”

Melihat sang Ibu membalas senyumnya hati Nino merasa sangat gembira. Terlebih begitu pulang dari kantor Ibu langsung mengajak Nino makan malam bersama dan mereka mengobrol dengan seru, sesuatu yang sudah lama tidak mereka lakukan bersama.

Keesokan paginya Nino kembali menyapa Ibu sambil tersenyum yang dibalas dengan sebuah senyum manis juga dari Ibu. Tapi kali ini Nino mendapati Sang Ayah berada di meja makan, bersiap akan berangkat kerja. Nino menghampiri Ayah lalu menyapanya sambil tersenyum. Sama seperti Ibu kemarin, Ayah juga kelihatan kaget mendengar sapaan Nino. Tapi Ayah langsung meletakkan koran yang sedang dibacanya dan melanjutkan sarapannya bersama Nino.

Hari berikutnya Nino menyapa tukang sapu yang ditemuinya saat sedang berjalan menuju sekolah. Lalu hari berikutnya Nino juga menyapa Ibu penjual roti, Paman penjual buah-buahan, Ibu Guru di sekolah dan bahkan Bapak Satpam di gerbang sekolahnya. Awalnya mereka semua terlihat kaget mendengar sapaan Nino, tapi lalu mereka membalas dan menyapa Nino lebih dulu bahkan sebelum Nino sempat menyapa pada keesokan harinya.

Lama kelamaan Nino terbiasa menyapa semua orang yang ditemuinya di sepanjang jalan menuju sekolah dan mereka terkadang menyapa lebih dulu sebelum Nino bahkan sempat tersenyum. Anehnya semakin lama rasa kesepian Nino menghilang entah kemana dan ketika malam tiba Nino tidak pernah lagi merasa kedinginan saat tertidur seorang diri di dalam kamarnya.

Jadi, apakah Sang Penyihir itu benar-benar nyata? Kenapa dia tidak lagi datang menemui Nino? Mungkin karena Nino tidak pernah lagi menangis, baik bersuara atau pun tidak karena sejak saat itu Nino tidak pernah lagi merasa kesepian.
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
